Trait Domain,Category ID,Category Name,Field ID,Field Name,Column Codes,Type,Notes,Covariates adjusted,N,Prevalence,h2,SE,,Female N,Prev in Female,Female h2,Female SE,Male N,Prev in Male,Male h2,Male SE,,SES Quantile 0-12/36,SES Quantile 1/36-13/36,SES Quantile 2/36-14/36,SES Quantile 3/36-15/36,SES Quantile 4/36-16/36,SES Quantile 5/36-17/36,SES Quantile 6/36-18/36,SES Quantile 7/36-19/36,SES Quantile 8/36-20/36,SES Quantile 9/36-21/36,SES Quantile 10/36-22/36,SES Quantile 11/36-23/36,SES Quantile 12/36-24/36,SES Quantile 13/36-25/36,SES Quantile 14/36-26/36,SES Quantile 15/36-27/36,SES Quantile 16/36-28/36,SES Quantile 17/36-29/36,SES Quantile 18/36-30/36,SES Quantile 19/36-31/36,SES Quantile 20/36-32/36,SES Quantile 21/36-33/36,SES Quantile 22/36-34/36,SES Quantile 23/36-35/36,SES Quantile 24/36-1
Sex-specific Factors,100069,Female-specific factors,2734,Number of live births,2734-0.0,categorical,at least 1 live birth or not,"assessment center, age, top 10 PCs, genotyping array",57113,81.51%,0.0940,0.0147,,57113,81.51%,0.0940,0.0147,0,NA,NA,NA,,0.1019,0.1176,0.1485,0.1568,0.1733,0.1523,0.1451,0.1170,0.0709,0.0127,0.0221,0.0442,0.0702,0.1031,0.1226,0.1480,0.1003,0.1331,0.1316,0.1234,0.1238,0.1452,0.1552,0.1589,0.1775
Sex-specific Factors,100069,Female-specific factors,2744,Birth weight of first child,2744-0.0,continuous,exclude twins,"assessment center, age, top 10 PCs, genotyping array",45850,NA,0.1182,0.0087,,45850,NA,0.1182,0.0087,0,NA,NA,NA,,0.0783,0.0709,0.0823,0.1006,0.1313,0.1317,0.1249,0.1405,0.1428,0.1296,0.1312,0.1355,0.1408,0.1194,0.1063,0.1260,0.1238,0.1325,0.1120,0.1149,0.1066,0.0943,0.0640,0.0827,0.0813
Sex-specific Factors,100069,Female-specific factors,2754 & 3872,Age at first live birth & Age of primiparous women at birth of child,2754-0.0 & 3872-0.0,continuous,combine 2 fields,"assessment center, age, top 10 PCs, genotyping array",46499,NA,0.1364,0.0085,,46499,NA,0.1364,0.0085,0,NA,NA,NA,,0.0798,0.0847,0.0948,0.0705,0.0684,0.0722,0.0838,0.1054,0.1076,0.1053,0.1081,0.1119,0.0996,0.0848,0.1167,0.0848,0.0785,0.0941,0.1061,0.1160,0.1226,0.1112,0.1191,0.1308,0.1392
Sex-specific Factors,100069,Female-specific factors,2774,"Ever had stillbirth, spontaneous miscarriage or termination",2774-0.0,binary,,"assessment center, age, top 10 PCs, genotyping array",56362,31.96%,0.0202,0.0120,,56362,31.96%,0.0202,0.0120,0,NA,NA,NA,,0.0219,0.0586,0.0855,0.0497,0.0217,0.0262,0.0254,0.0441,0.0391,0.0000,0.0372,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.0377,0.0746,0.0548,0.0505,0.0284,0.0460,0.0589,0.0325
Sex-specific Factors,100070,Male-specific factors,2375,Relative age of first facial hair,2375-0.0,categorical,younger than average,"assessment center, age, top 10 PCs, genotyping array",49384,6.64%,0.3028,0.0300,,0,NA,NA,NA,49384,6.64%,0.3028,0.0300,,0.3597,0.3877,0.4061,0.3658,0.3499,0.3371,0.2566,0.3345,0.4249,0.4136,0.4456,0.4515,0.3440,0.3764,0.3665,0.2850,0.3459,0.3137,0.2677,0.2341,0.2281,0.1539,0.1886,0.2093,0.1849
Sex-specific Factors,100070,Male-specific factors,2375,Relative age of first facial hair,2375-0.0,categorical,older than average,"assessment center, age, top 10 PCs, genotyping array",49384,12.79%,0.2276,0.0205,,0,NA,NA,NA,49384,12.79%,0.2276,0.0205,,0.3366,0.2517,0.2739,0.2320,0.2450,0.2780,0.2315,0.1701,0.1547,0.1171,0.1295,0.0963,0.1429,0.1446,0.0846,0.1259,0.2102,0.2300,0.2742,0.2575,0.1990,0.1967,0.1666,0.1776,0.1818
Sex-specific Factors,100070,Male-specific factors,2385,Relative age voice broke,2385-0.0,categorical,younger than average,"assessment center, age, top 10 PCs, genotyping array",47241,4.27%,0.2120,0.0416,,0,NA,NA,NA,47241,4.27%,0.2120,0.0416,,0.2450,0.2084,0.2330,0.3350,0.3637,0.2681,0.1822,0.1710,0.3818,0.2795,0.1892,0.1632,0.1983,0.2011,0.2154,0.0407,0.1573,0.1391,0.2041,0.1675,0.1268,0.1971,0.2333,0.1955,0.1665
Sex-specific Factors,100070,Male-specific factors,2385,Relative age voice broke,2385-0.0,categorical,older than average,"assessment center, age, top 10 PCs, genotyping array",47241,5.75%,0.1811,0.0344,,0,NA,NA,NA,47241,5.75%,0.1811,0.0344,,0.3343,0.2952,0.2519,0.2414,0.2656,0.2557,0.1998,0.1463,0.0948,0.1529,0.1606,0.1387,0.0482,0.0128,0.0528,0.1431,0.1778,0.1210,0.1527,0.1088,0.0000,0.0234,0.0000,0.0612,0.1109
Sex-specific Factors,100070,Male-specific factors,2395,Hair/balding pattern,2395-0.0,categorical,pattern 1,"assessment center, age, top 10 PCs, genotyping array",50660,31.66%,0.3965,0.0134,,0,NA,NA,NA,50660,31.66%,0.3965,0.0134,,0.3879,0.3854,0.3654,0.3657,0.3685,0.3401,0.3546,0.3410,0.3552,0.3409,0.3480,0.3174,0.3465,0.3664,0.3826,0.3694,0.3672,0.3269,0.3718,0.3263,0.3382,0.3378,0.3516,0.3959,0.4157
Sex-specific Factors,100070,Male-specific factors,2395,Hair/balding pattern,2395-0.1,categorical,pattern 2,"assessment center, age, top 10 PCs, genotyping array",50660,22.92%,0.1070,0.0151,,0,NA,NA,NA,50660,22.92%,0.1070,0.0151,,0.0905,0.1284,0.1160,0.1202,0.1295,0.1029,0.0737,0.0494,0.0614,0.0979,0.1184,0.0983,0.0759,0.1112,0.0780,0.1119,0.0616,0.1162,0.0872,0.0761,0.0836,0.0481,0.0518,0.0775,0.0458
Sex-specific Factors,100070,Male-specific factors,2395,Hair/balding pattern,2395-0.2,categorical,pattern 3,"assessment center, age, top 10 PCs, genotyping array",50660,26.91%,0.1510,0.0142,,0,NA,NA,NA,50660,26.91%,0.1510,0.0142,,0.2733,0.2070,0.1709,0.2109,0.1379,0.1344,0.1498,0.1752,0.1791,0.2032,0.1932,0.2240,0.2044,0.2674,0.1964,0.2278,0.1993,0.1841,0.1931,0.1371,0.1184,0.1187,0.1085,0.0885,0.0977
Sex-specific Factors,100070,Male-specific factors,2395,Hair/balding pattern,2395-0.3,categorical,pattern 4,"assessment center, age, top 10 PCs, genotyping array",50660,18.51%,0.4794,0.0166,,0,NA,NA,NA,50660,18.51%,0.4794,0.0166,,0.5259,0.4673,0.4206,0.3847,0.3386,0.3396,0.3140,0.3421,0.3584,0.3828,0.3663,0.4010,0.3764,0.4588,0.4846,0.5233,0.5698,0.5143,0.5378,0.4698,0.4117,0.4094,0.4096,0.3957,0.4217
Sex-specific Factors,100070,Male-specific factors,2405,Number of children fathered,2405-0.0,categorical,any child or not,"assessment center, age, top 10 PCs, genotyping array",50624,79.23%,0.0683,0.0158,,0,NA,NA,NA,50624,79.23%,0.0683,0.0158,,0.0874,0.0519,0.0446,0.0742,0.0802,0.1048,0.1151,0.0631,0.0433,0.0625,0.0878,0.1111,0.0734,0.0750,0.0947,0.0840,0.0908,0.0854,0.1120,0.0926,0.0927,0.0846,0.0683,0.1278,0.1174
Early Life Factors,100072,Early life factors,20022,Birth weight,20022-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",61678,NA,0.1056,0.0064,,36781,NA,0.1068,0.0108,24897,NA,0.1273,0.0159,,0.1105,0.1087,0.0889,0.0779,0.0697,0.0663,0.0670,0.0731,0.0776,0.0864,0.1011,0.1060,0.1097,0.1066,0.1324,0.1358,0.1259,0.1092,0.1105,0.1246,0.1110,0.1319,0.1251,0.1265,0.1349
Sociodemographics,100094,Baseline characteristics,189,Townsend deprivation index at recruitment,189-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",108021,NA,0.0662,0.0038,,57078,NA,0.0523,0.0070,50943,NA,0.0791,0.0078,,0.0119,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0028,0.0000,0.0000,0.0000,0.0240,0.0099,0.0036,0.0015,0.0000,0.0099,0.0160,0.0390,0.0313,0.0148,0.0468
ICD-10 Code,2022,Summary Information (diagnoses),41202,Diagnoses - main ICD10,41202-0.0~41202-0.376,tree,see supplementary table 2,"assessment center, age, sex (non-sex specific diseases only), top 10 PCs, genotyping array",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self-reported Cancer Code,100074,Medical conditions,20001,"Cancer code, self-reported",20001-0.0~20001-0.5,tree,see supplementary table 2,"assessment center, age, sex (non-sex specific diseases only), top 10 PCs, genotyping array",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self-reported Non-cancer Illness Code,100074,Medical conditions,20002,"Non-cancer illness code, self-reported",20002-0.0~20002-0.28,tree,see supplementary table 2,"assessment center, age, sex (non-sex specific diseases only), top 10 PCs, genotyping array",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
